StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,DBSCAN_Cluster
0.5484,0.275,2,1,2,1,0,0.9091,1,0.1,0,0.02,0.2833,1,2,2,3
0.5484,0.275,1,0,1,0,0,0.3636,1,0.05,1,0.18,0.35,1,2,2,0
0.5484,0.275,1,0,1,0,0,0.3636,1,0.4,1,0.46,0.95,1,2,0,0
0.5484,0.275,1,0,1,0,0,0.9091,1,0.1,0,0.02,0.2833,1,2,2,1
0.5484,0.275,1,1,0,1,0,0.3636,1,0.05,1,0.18,0.35,1,2,2,2
0.5484,0.275,1,1,0,1,0,0.3636,1,0.4,1,0.46,0.95,1,2,0,2
0.5484,0.275,1,1,0,1,0,0.9091,1,0.1,0,0.02,0.2833,1,2,2,3
0.5484,0.275,0,1,0,1,0,0.3636,1,0.05,1,0.18,0.35,1,2,2,2
0.5484,0.275,0,1,0,1,0,0.3636,1,0.4,1,0.46,0.95,1,2,0,2
0.5484,0.275,0,1,0,1,0,0.9091,1,0.1,0,0.02,0.2833,1,2,2,3
0.6452,0.0,2,0,1,1,0,0.3636,0,0.3,1,0.1,0.8333,1,0,0,0
0.6452,0.0,2,1,1,1,0,0.3636,0,0.3,1,0.1,0.8333,1,0,0,2
0.7097,0.35,1,0,2,0,1,0.4545,2,0.8,0,0.16,0.9667,1,1,0,1
0.7097,0.35,1,0,2,0,1,0.9091,2,1.0,0,0.68,0.35,1,0,2,1
0.7097,0.35,1,0,2,0,1,0.2727,0,0.5,1,0.08,0.0667,1,0,3,0
0.7097,0.35,0,1,2,0,1,0.4545,2,0.8,0,0.16,0.9667,1,1,0,3
0.7097,0.35,0,1,2,0,1,0.9091,2,1.0,0,0.68,0.35,1,0,2,3
0.7097,0.35,0,1,2,0,1,0.2727,0,0.5,1,0.08,0.0667,1,0,3,2
0.7097,0.35,1,1,1,1,1,0.4545,2,0.8,0,0.16,0.9667,1,1,0,3
0.7097,0.35,1,1,1,1,1,0.9091,2,1.0,0,0.68,0.35,1,0,2,3
0.7097,0.35,1,1,1,1,1,0.2727,0,0.5,1,0.08,0.0667,1,0,3,2
0.7097,0.35,2,0,2,1,1,0.4545,2,0.8,0,0.16,0.9667,1,1,0,1
0.7097,0.35,2,0,2,1,1,0.9091,2,1.0,0,0.68,0.35,1,0,2,1
0.7097,0.35,2,0,2,1,1,0.2727,0,0.5,1,0.08,0.0667,1,0,3,0
0.4194,0.325,0,1,1,1,0,0.9091,0,0.3,1,0.26,0.6333,1,0,1,2
0.4194,0.325,0,1,1,1,0,1.0,1,0.2,1,0.84,0.6333,1,0,1,2
0.4194,0.325,0,1,1,1,0,0.5455,3,0.95,1,0.54,0.85,1,0,0,2
0.4194,0.325,2,1,2,1,0,0.9091,0,0.3,1,0.26,0.6333,1,0,1,2
0.4194,0.325,2,1,2,1,0,1.0,1,0.2,1,0.84,0.6333,1,0,1,2
0.4194,0.325,2,1,2,1,0,0.5455,3,0.95,1,0.54,0.85,1,0,0,2
0.4194,0.325,1,0,1,1,0,0.9091,0,0.3,1,0.26,0.6333,1,0,1,0
0.4194,0.325,1,0,1,1,0,1.0,1,0.2,1,0.84,0.6333,1,0,1,0
0.4194,0.325,1,0,1,1,0,0.5455,3,0.95,1,0.54,0.85,1,0,0,0
0.4194,0.325,1,1,1,1,0,0.9091,0,0.3,1,0.26,0.6333,1,0,1,2
0.4194,0.325,1,1,1,1,0,1.0,1,0.2,1,0.84,0.6333,1,0,1,2
0.4194,0.325,1,1,1,1,0,0.5455,3,0.95,1,0.54,0.85,1,0,0,2
0.0968,0.65,2,0,2,1,1,0.4545,0,0.95,1,0.36,0.4833,1,2,2,0
0.0968,0.65,2,0,2,1,1,0.9091,1,0.75,1,0.8,0.8333,0,2,0,0
0.0968,0.65,2,0,2,1,1,0.6364,0,0.45,1,0.7,0.85,1,1,0,0
0.0968,0.65,0,1,0,1,1,0.4545,0,0.95,1,0.36,0.4833,1,2,2,2
0.0968,0.65,0,1,0,1,1,0.9091,1,0.75,1,0.8,0.8333,0,2,0,2
0.0968,0.65,0,1,0,1,1,0.6364,0,0.45,1,0.7,0.85,1,1,0,2
0.2903,0.85,1,0,1,1,1,0.0909,2,0.9,0,0.9,0.4167,1,0,2,1
0.2903,0.85,1,0,2,1,1,0.0909,2,0.9,0,0.9,0.4167,1,0,2,1
0.2903,0.85,1,1,2,1,1,0.0909,2,0.9,0,0.9,0.4167,1,0,2,3
0.2903,0.85,1,1,1,0,1,0.0909,2,0.9,0,0.9,0.4167,1,0,2,3
0.129,0.6,0,0,2,1,1,0.9091,3,0.9,1,0.9,0.9167,0,1,0,0
0.129,0.6,0,0,2,1,1,0.6364,2,0.45,1,0.32,0.7,1,0,1,0
0.129,0.6,2,1,2,1,1,0.9091,3,0.9,1,0.9,0.9167,0,1,0,2
0.129,0.6,2,1,2,1,1,0.6364,2,0.45,1,0.32,0.7,1,0,1,2
0.129,0.6,1,0,1,1,1,0.9091,3,0.9,1,0.9,0.9167,0,1,0,0
0.129,0.6,1,0,1,1,1,0.6364,2,0.45,1,0.32,0.7,1,0,1,0
0.6452,0.55,2,1,1,1,1,0.5455,2,0.9,1,0.9,0.1333,1,2,3,2
0.6452,0.55,2,1,1,1,1,0.6364,3,0.35,0,0.22,0.9,1,1,0,3
0.6452,0.55,2,1,1,1,1,0.8182,0,0.55,1,0.84,0.0667,0,2,3,2
0.6452,0.55,2,1,1,1,1,0.0,0,0.6,1,0.38,0.25,1,2,2,2
0.6452,0.55,0,0,1,1,1,0.5455,2,0.9,1,0.9,0.1333,1,2,3,0
0.6452,0.55,0,0,1,1,1,0.6364,3,0.35,0,0.22,0.9,1,1,0,1
0.6452,0.55,0,0,1,1,1,0.8182,0,0.55,1,0.84,0.0667,0,2,3,0
0.6452,0.55,0,0,1,1,1,0.0,0,0.6,1,0.38,0.25,1,2,2,0
0.6452,0.55,1,1,1,0,1,0.5455,2,0.9,1,0.9,0.1333,1,2,3,2
0.6452,0.55,1,1,1,0,1,0.6364,3,0.35,0,0.22,0.9,1,1,0,3
0.6452,0.55,1,1,1,0,1,0.8182,0,0.55,1,0.84,0.0667,0,2,3,2
0.6452,0.55,1,1,1,0,1,0.0,0,0.6,1,0.38,0.25,1,2,2,2
0.6452,0.55,1,1,0,1,1,0.5455,2,0.9,1,0.9,0.1333,1,2,3,2
0.6452,0.55,1,1,0,1,1,0.6364,3,0.35,0,0.22,0.9,1,1,0,3
0.6452,0.55,1,1,0,1,1,0.8182,0,0.55,1,0.84,0.0667,0,2,3,2
0.6452,0.55,1,1,0,1,1,0.0,0,0.6,1,0.38,0.25,1,2,2,2
0.6452,0.55,1,1,1,1,1,0.5455,2,0.9,1,0.9,0.1333,1,2,3,2
0.6452,0.55,1,1,1,1,1,0.6364,3,0.35,0,0.22,0.9,1,1,0,3
0.6452,0.55,1,1,1,1,1,0.8182,0,0.55,1,0.84,0.0667,0,2,3,2
0.6452,0.55,1,1,1,1,1,0.0,0,0.6,1,0.38,0.25,1,2,2,2
0.6452,0.55,2,0,0,1,1,0.5455,2,0.9,1,0.9,0.1333,1,2,3,0
0.6452,0.55,2,0,0,1,1,0.6364,3,0.35,0,0.22,0.9,1,1,0,1
0.6452,0.55,2,0,0,1,1,0.8182,0,0.55,1,0.84,0.0667,0,2,3,0
0.6452,0.55,2,0,0,1,1,0.0,0,0.6,1,0.38,0.25,1,2,2,0
0.6452,0.55,2,0,1,1,1,0.5455,2,0.9,1,0.9,0.1333,1,2,3,0
0.6452,0.55,2,0,1,1,1,0.6364,3,0.35,0,0.22,0.9,1,1,0,1
0.6452,0.55,2,0,1,1,1,0.8182,0,0.55,1,0.84,0.0667,0,2,3,0
0.6452,0.55,2,0,1,1,1,0.0,0,0.6,1,0.38,0.25,1,2,2,0
0.0645,0.65,0,0,1,1,0,0.7273,1,0.4,1,0.52,0.0,0,1,3,0
0.6452,0.725,1,1,2,1,1,0.5455,1,0.4,1,0.9,0.7,1,2,1,2
0.6452,0.725,0,1,2,1,1,0.5455,1,0.4,1,0.9,0.7,1,2,1,2
0.6452,0.725,2,0,1,1,1,0.5455,1,0.4,1,0.9,0.7,1,2,1,0
0.4194,0.6,2,0,1,1,0,0.1818,3,0.95,1,0.58,0.9667,0,0,0,0
0.4194,0.6,2,0,1,1,0,0.4545,0,0.5,1,0.2,0.7,1,2,1,0
0.4194,0.6,2,0,1,1,0,0.4545,2,0.5,1,0.42,0.1,1,2,3,0
0.4194,0.6,2,0,1,1,0,0.4545,3,0.9,0,0.96,0.1167,0,2,3,1
0.4194,0.6,1,1,1,1,0,0.1818,3,0.95,1,0.58,0.9667,0,0,0,2
0.4194,0.6,1,1,1,1,0,0.4545,0,0.5,1,0.2,0.7,1,2,1,2
0.4194,0.6,1,1,1,1,0,0.4545,2,0.5,1,0.42,0.1,1,2,3,2
0.4194,0.6,1,1,1,1,0,0.4545,3,0.9,0,0.96,0.1167,0,2,3,3
0.4194,0.6,2,1,0,1,0,0.1818,3,0.95,1,0.58,0.9667,0,0,0,2
0.4194,0.6,2,1,0,1,0,0.4545,0,0.5,1,0.2,0.7,1,2,1,2
0.4194,0.6,2,1,0,1,0,0.4545,2,0.5,1,0.42,0.1,1,2,3,2
0.4194,0.6,2,1,0,1,0,0.4545,3,0.9,0,0.96,0.1167,0,2,3,3
0.4194,0.6,0,0,1,1,0,0.1818,3,0.95,1,0.58,0.9667,0,0,0,0
0.4194,0.6,0,0,1,1,0,0.4545,0,0.5,1,0.2,0.7,1,2,1,0
0.4194,0.6,0,0,1,1,0,0.4545,2,0.5,1,0.42,0.1,1,2,3,0
0.4194,0.6,0,0,1,1,0,0.4545,3,0.9,0,0.96,0.1167,0,2,3,1
0.4194,0.6,0,1,0,1,0,0.1818,3,0.95,1,0.58,0.9667,0,0,0,2
0.4194,0.6,0,1,0,1,0,0.4545,0,0.5,1,0.2,0.7,1,2,1,2
0.4194,0.6,0,1,0,1,0,0.4545,2,0.5,1,0.42,0.1,1,2,3,2
0.4194,0.6,0,1,0,1,0,0.4545,3,0.9,0,0.96,0.1167,0,2,3,3
0.6129,0.275,0,0,1,1,0,0.6364,3,0.25,1,0.7,0.6833,1,1,1,0
0.6129,0.275,2,1,1,1,0,0.6364,3,0.25,1,0.7,0.6833,1,1,1,2
0.6129,0.275,2,1,0,1,0,0.6364,3,0.25,1,0.7,0.6833,1,1,1,2
0.6129,0.275,1,0,1,0,0,0.6364,3,0.25,1,0.7,0.6833,1,1,1,0
0.9355,0.075,2,1,0,1,0,0.9091,0,0.9,1,0.56,0.45,1,2,2,2
0.9355,0.075,2,1,0,1,0,0.4545,0,1.0,1,0.3,0.9167,1,2,0,2
0.3871,0.325,1,0,2,1,1,0.6364,3,0.65,1,0.76,0.2333,1,2,3,0
0.3871,0.325,1,0,2,1,1,0.9091,1,0.7,0,0.88,0.1833,1,2,3,1
0.3871,0.325,1,1,1,1,1,0.6364,3,0.65,1,0.76,0.2333,1,2,3,2
0.3871,0.325,1,1,1,1,1,0.9091,1,0.7,0,0.88,0.1833,1,2,3,3
0.3871,0.325,2,1,1,1,1,0.6364,3,0.65,1,0.76,0.2333,1,2,3,2
0.3871,0.325,2,1,1,1,1,0.9091,1,0.7,0,0.88,0.1833,1,2,3,3
0.3871,0.325,1,1,2,1,1,0.6364,3,0.65,1,0.76,0.2333,1,2,3,2
0.3871,0.325,1,1,2,1,1,0.9091,1,0.7,0,0.88,0.1833,1,2,3,3
0.3871,0.325,2,1,0,1,1,0.6364,3,0.65,1,0.76,0.2333,1,2,3,2
0.3871,0.325,2,1,0,1,1,0.9091,1,0.7,0,0.88,0.1833,1,2,3,3
0.3871,0.325,0,0,1,1,1,0.6364,3,0.65,1,0.76,0.2333,1,2,3,0
0.3871,0.325,0,0,1,1,1,0.9091,1,0.7,0,0.88,0.1833,1,2,3,1
0.3226,0.725,1,1,0,1,1,1.0,2,0.2,0,0.08,0.4,1,2,2,3
0.3226,0.725,0,0,0,1,1,1.0,2,0.2,0,0.08,0.4,1,2,2,1
0.3226,0.725,2,1,0,1,1,1.0,2,0.2,0,0.08,0.4,1,2,2,3
0.3226,0.725,0,1,0,1,1,1.0,2,0.2,0,0.08,0.4,1,2,2,3
0.3226,0.725,0,0,2,1,1,1.0,2,0.2,0,0.08,0.4,1,2,2,1
0.3226,0.725,1,1,2,1,1,1.0,2,0.2,0,0.08,0.4,1,2,2,3
0.3226,0.725,1,0,0,1,1,1.0,2,0.2,0,0.08,0.4,1,2,2,1
0.3226,0.725,0,0,1,1,1,1.0,2,0.2,0,0.08,0.4,1,2,2,1
0.6452,0.65,1,1,0,1,1,0.6364,0,0.65,1,0.2,0.5167,1,2,1,2
0.6452,0.65,1,1,0,1,1,0.0,3,0.45,1,0.02,0.1833,1,2,3,2
0.6452,0.65,1,0,1,1,1,0.6364,0,0.65,1,0.2,0.5167,1,2,1,0
0.6452,0.65,1,0,1,1,1,0.0,3,0.45,1,0.02,0.1833,1,2,3,0
0.5806,0.625,0,1,0,1,1,0.8182,2,0.4,1,0.34,0.6833,0,2,1,2
0.5806,0.625,0,1,0,1,1,0.5455,0,1.0,1,0.8,0.5667,1,1,1,2
0.5806,0.625,0,1,0,1,1,0.2727,0,0.5,1,0.7,0.95,1,1,0,2
0.5806,0.625,0,1,0,1,1,0.2727,3,0.9,0,0.76,0.25,1,2,2,3
0.5806,0.625,2,0,0,0,1,0.8182,2,0.4,1,0.34,0.6833,0,2,1,0
0.5806,0.625,2,0,0,0,1,0.5455,0,1.0,1,0.8,0.5667,1,1,1,0
0.5806,0.625,2,0,0,0,1,0.2727,0,0.5,1,0.7,0.95,1,1,0,0
0.5806,0.625,2,0,0,0,1,0.2727,3,0.9,0,0.76,0.25,1,2,2,1
0.5806,0.625,1,1,0,1,1,0.8182,2,0.4,1,0.34,0.6833,0,2,1,2
0.5806,0.625,1,1,0,1,1,0.5455,0,1.0,1,0.8,0.5667,1,1,1,2
0.5806,0.625,1,1,0,1,1,0.2727,0,0.5,1,0.7,0.95,1,1,0,2
0.5806,0.625,1,1,0,1,1,0.2727,3,0.9,0,0.76,0.25,1,2,2,3
0.5806,0.625,2,0,1,1,1,0.8182,2,0.4,1,0.34,0.6833,0,2,1,0
0.5806,0.625,2,0,1,1,1,0.5455,0,1.0,1,0.8,0.5667,1,1,1,0
0.5806,0.625,2,0,1,1,1,0.2727,0,0.5,1,0.7,0.95,1,1,0,0
0.5806,0.625,2,0,1,1,1,0.2727,3,0.9,0,0.76,0.25,1,2,2,1
0.6774,0.0,1,1,2,1,0,0.9091,2,0.95,0,0.0,0.9333,1,2,0,3
0.6774,0.0,1,1,2,1,0,0.3636,2,0.05,0,0.88,0.7333,1,2,1,3
0.6774,0.0,1,1,2,1,0,0.7273,2,0.2,1,0.84,0.3667,1,1,2,2
0.3871,0.7,1,1,1,1,0,1.0,1,0.45,1,0.14,0.55,1,1,1,2
0.3871,0.7,1,1,1,1,0,0.2727,3,0.95,0,0.3,0.5667,1,2,1,3
0.3871,0.7,1,1,1,1,0,0.5455,3,0.2,0,0.1,0.0667,1,1,3,3
0.3871,0.7,1,0,1,1,0,1.0,1,0.45,1,0.14,0.55,1,1,1,0
0.3871,0.7,1,0,1,1,0,0.2727,3,0.95,0,0.3,0.5667,1,2,1,1
0.3871,0.7,1,0,1,1,0,0.5455,3,0.2,0,0.1,0.0667,1,1,3,1
0.3871,0.7,2,1,1,1,0,1.0,1,0.45,1,0.14,0.55,1,1,1,2
0.3871,0.7,2,1,1,1,0,0.2727,3,0.95,0,0.3,0.5667,1,2,1,3
0.3871,0.7,2,1,1,1,0,0.5455,3,0.2,0,0.1,0.0667,1,1,3,3
0.2903,0.95,2,1,1,0,1,1.0,0,0.3,0,0.56,0.05,0,2,3,3
0.2903,0.95,2,1,1,0,1,0.0,3,0.1,0,0.66,0.85,1,2,0,3
0.2903,0.95,2,1,1,0,1,0.5455,0,0.2,0,0.92,0.4833,0,2,2,3
0.2903,0.95,2,0,1,1,1,1.0,0,0.3,0,0.56,0.05,0,2,3,1
0.2903,0.95,2,0,1,1,1,0.0,3,0.1,0,0.66,0.85,1,2,0,1
0.2903,0.95,2,0,1,1,1,0.5455,0,0.2,0,0.92,0.4833,0,2,2,1
0.2903,0.95,2,1,1,1,1,1.0,0,0.3,0,0.56,0.05,0,2,3,3
0.2903,0.95,2,1,1,1,1,0.0,3,0.1,0,0.66,0.85,1,2,0,3
0.2903,0.95,2,1,1,1,1,0.5455,0,0.2,0,0.92,0.4833,0,2,2,3
0.2903,0.95,1,1,2,1,1,1.0,0,0.3,0,0.56,0.05,0,2,3,3
0.2903,0.95,1,1,2,1,1,0.0,3,0.1,0,0.66,0.85,1,2,0,3
0.2903,0.95,1,1,2,1,1,0.5455,0,0.2,0,0.92,0.4833,0,2,2,3
0.2903,0.95,1,1,0,1,1,1.0,0,0.3,0,0.56,0.05,0,2,3,3
0.2903,0.95,1,1,0,1,1,0.0,3,0.1,0,0.66,0.85,1,2,0,3
0.2903,0.95,1,1,0,1,1,0.5455,0,0.2,0,0.92,0.4833,0,2,2,3
0.2903,0.95,1,0,1,0,1,1.0,0,0.3,0,0.56,0.05,0,2,3,1
0.2903,0.95,1,0,1,0,1,0.0,3,0.1,0,0.66,0.85,1,2,0,1
0.2903,0.95,1,0,1,0,1,0.5455,0,0.2,0,0.92,0.4833,0,2,2,1
0.2903,0.95,2,1,2,1,1,1.0,0,0.3,0,0.56,0.05,0,2,3,3
0.2903,0.95,2,1,2,1,1,0.0,3,0.1,0,0.66,0.85,1,2,0,3
0.2903,0.95,2,1,2,1,1,0.5455,0,0.2,0,0.92,0.4833,0,2,2,3
0.3871,0.825,0,0,1,1,1,0.7273,0,0.75,1,0.58,0.0833,1,0,3,0
0.3871,0.825,0,0,1,1,1,0.0909,3,0.65,1,0.48,0.7167,1,2,1,0
0.3871,0.825,1,1,2,1,1,0.7273,0,0.75,1,0.58,0.0833,1,0,3,2
0.3871,0.825,1,1,2,1,1,0.0909,3,0.65,1,0.48,0.7167,1,2,1,2
0.3871,0.825,1,1,0,1,1,0.7273,0,0.75,1,0.58,0.0833,1,0,3,2
0.3871,0.825,1,1,0,1,1,0.0909,3,0.65,1,0.48,0.7167,1,2,1,2
0.3871,0.825,1,0,0,1,1,0.7273,0,0.75,1,0.58,0.0833,1,0,3,0
0.3871,0.825,1,0,0,1,1,0.0909,3,0.65,1,0.48,0.7167,1,2,1,0
0.3871,0.825,0,1,0,1,1,0.7273,0,0.75,1,0.58,0.0833,1,0,3,2
0.3871,0.825,0,1,0,1,1,0.0909,3,0.65,1,0.48,0.7167,1,2,1,2
0.2903,0.2,1,1,1,1,0,0.9091,2,0.4,1,0.02,0.6833,0,2,1,2
0.2903,0.2,1,1,1,1,0,0.5455,1,0.25,0,0.62,0.9667,0,2,0,3
0.2903,0.2,1,1,1,1,0,0.4545,1,0.45,0,0.24,0.7333,1,0,1,3
0.2903,0.2,1,1,2,1,0,0.9091,2,0.4,1,0.02,0.6833,0,2,1,2
0.2903,0.2,1,1,2,1,0,0.5455,1,0.25,0,0.62,0.9667,0,2,0,3
0.2903,0.2,1,1,2,1,0,0.4545,1,0.45,0,0.24,0.7333,1,0,1,3
0.2903,0.2,2,1,0,1,0,0.9091,2,0.4,1,0.02,0.6833,0,2,1,2
0.2903,0.2,2,1,0,1,0,0.5455,1,0.25,0,0.62,0.9667,0,2,0,3
0.2903,0.2,2,1,0,1,0,0.4545,1,0.45,0,0.24,0.7333,1,0,1,3
0.6452,0.35,2,1,1,1,1,0.0909,2,0.85,0,0.42,0.5,0,2,1,3
0.6452,0.35,2,1,1,1,1,0.7273,0,0.05,1,0.3,0.0667,1,2,3,2
0.6452,0.35,2,1,1,1,1,0.1818,1,0.45,1,0.06,0.6,1,2,1,2
0.6452,0.35,2,1,1,1,1,0.2727,3,0.85,1,0.5,0.15,1,1,3,2
0.6452,0.35,2,1,1,1,1,0.5455,3,0.45,1,0.02,0.05,1,2,3,2
0.6452,0.35,2,1,1,1,1,0.4545,1,0.25,1,0.14,0.5333,1,2,1,2
0.6452,0.35,1,1,0,1,1,0.0909,2,0.85,0,0.42,0.5,0,2,1,3
0.6452,0.35,1,1,0,1,1,0.7273,0,0.05,1,0.3,0.0667,1,2,3,2
0.6452,0.35,1,1,0,1,1,0.1818,1,0.45,1,0.06,0.6,1,2,1,2
0.6452,0.35,1,1,0,1,1,0.2727,3,0.85,1,0.5,0.15,1,1,3,2
0.6452,0.35,1,1,0,1,1,0.5455,3,0.45,1,0.02,0.05,1,2,3,2
0.6452,0.35,1,1,0,1,1,0.4545,1,0.25,1,0.14,0.5333,1,2,1,2
0.6452,0.35,1,1,2,1,1,0.0909,2,0.85,0,0.42,0.5,0,2,1,3
0.6452,0.35,1,1,2,1,1,0.7273,0,0.05,1,0.3,0.0667,1,2,3,2
0.6452,0.35,1,1,2,1,1,0.1818,1,0.45,1,0.06,0.6,1,2,1,2
0.6452,0.35,1,1,2,1,1,0.2727,3,0.85,1,0.5,0.15,1,1,3,2
0.6452,0.35,1,1,2,1,1,0.5455,3,0.45,1,0.02,0.05,1,2,3,2
0.6452,0.35,1,1,2,1,1,0.4545,1,0.25,1,0.14,0.5333,1,2,1,2
0.6452,0.35,2,0,2,1,1,0.0909,2,0.85,0,0.42,0.5,0,2,1,1
0.6452,0.35,2,0,2,1,1,0.7273,0,0.05,1,0.3,0.0667,1,2,3,0
0.6452,0.35,2,0,2,1,1,0.1818,1,0.45,1,0.06,0.6,1,2,1,0
0.6452,0.35,2,0,2,1,1,0.2727,3,0.85,1,0.5,0.15,1,1,3,0
0.6452,0.35,2,0,2,1,1,0.5455,3,0.45,1,0.02,0.05,1,2,3,0
0.6452,0.35,2,0,2,1,1,0.4545,1,0.25,1,0.14,0.5333,1,2,1,0
0.7419,0.475,1,1,1,1,1,0.2727,1,0.1,1,0.64,0.55,1,1,1,2
0.7419,0.475,1,1,1,1,1,0.9091,2,0.55,0,0.34,0.0333,1,1,3,3
0.7419,0.475,1,1,1,1,1,0.0,0,0.65,1,0.88,0.2,1,2,3,2
0.7419,0.475,1,1,1,1,1,0.0,1,0.6,0,0.66,0.4833,1,1,2,3
0.7419,0.475,2,1,0,1,1,0.2727,1,0.1,1,0.64,0.55,1,1,1,2
0.7419,0.475,2,1,0,1,1,0.9091,2,0.55,0,0.34,0.0333,1,1,3,3
0.7419,0.475,2,1,0,1,1,0.0,0,0.65,1,0.88,0.2,1,2,3,2
0.7419,0.475,2,1,0,1,1,0.0,1,0.6,0,0.66,0.4833,1,1,2,3
0.8387,0.525,1,0,0,1,0,0.3636,3,0.6,1,0.28,0.2,0,2,3,0
0.8387,0.525,1,0,0,1,0,0.0909,3,0.8,1,0.16,0.9333,1,0,0,0
0.8387,0.525,1,0,0,1,0,0.3636,2,0.95,1,0.78,0.8333,1,1,0,0
0.8387,0.525,1,0,0,1,0,0.1818,1,0.9,0,0.26,0.4833,1,2,2,1
0.2581,0.975,1,1,1,1,1,0.0909,3,0.2,0,0.98,0.1167,1,0,3,3
0.2581,0.975,1,1,1,1,1,0.7273,1,0.05,1,0.42,0.75,0,1,0,2
0.2581,0.975,1,1,1,1,1,1.0,0,0.35,1,0.04,0.6167,1,1,1,2
0.2581,0.975,1,1,1,1,1,0.1818,2,0.3,0,0.66,0.3,0,1,2,3
0.2581,0.975,1,1,1,1,1,0.1818,1,0.75,0,0.52,0.9333,1,0,0,3
0.2581,0.975,1,1,1,1,1,0.1818,1,0.5,1,0.84,0.3,1,2,2,2
0.2581,0.975,1,1,1,1,1,0.1818,1,0.3,1,0.46,0.5167,1,1,1,2
0.2581,0.975,2,0,1,1,1,0.0909,3,0.2,0,0.98,0.1167,1,0,3,1
0.2581,0.975,2,0,1,1,1,0.7273,1,0.05,1,0.42,0.75,0,1,0,0
0.2581,0.975,2,0,1,1,1,1.0,0,0.35,1,0.04,0.6167,1,1,1,0
0.2581,0.975,2,0,1,1,1,0.1818,2,0.3,0,0.66,0.3,0,1,2,1
0.2581,0.975,2,0,1,1,1,0.1818,1,0.75,0,0.52,0.9333,1,0,0,1
0.2581,0.975,2,0,1,1,1,0.1818,1,0.5,1,0.84,0.3,1,2,2,0
0.2581,0.975,2,0,1,1,1,0.1818,1,0.3,1,0.46,0.5167,1,1,1,0
0.2581,0.975,2,1,1,0,1,0.0909,3,0.2,0,0.98,0.1167,1,0,3,3
0.2581,0.975,2,1,1,0,1,0.7273,1,0.05,1,0.42,0.75,0,1,0,2
0.2581,0.975,2,1,1,0,1,1.0,0,0.35,1,0.04,0.6167,1,1,1,2
0.2581,0.975,2,1,1,0,1,0.1818,2,0.3,0,0.66,0.3,0,1,2,3
0.2581,0.975,2,1,1,0,1,0.1818,1,0.75,0,0.52,0.9333,1,0,0,3
0.2581,0.975,2,1,1,0,1,0.1818,1,0.5,1,0.84,0.3,1,2,2,2
0.2581,0.975,2,1,1,0,1,0.1818,1,0.3,1,0.46,0.5167,1,1,1,2
0.2581,0.975,1,0,2,1,1,0.0909,3,0.2,0,0.98,0.1167,1,0,3,1
0.2581,0.975,1,0,2,1,1,0.7273,1,0.05,1,0.42,0.75,0,1,0,0
0.2581,0.975,1,0,2,1,1,1.0,0,0.35,1,0.04,0.6167,1,1,1,0
0.2581,0.975,1,0,2,1,1,0.1818,2,0.3,0,0.66,0.3,0,1,2,1
0.2581,0.975,1,0,2,1,1,0.1818,1,0.75,0,0.52,0.9333,1,0,0,1
0.2581,0.975,1,0,2,1,1,0.1818,1,0.5,1,0.84,0.3,1,2,2,0
0.2581,0.975,1,0,2,1,1,0.1818,1,0.3,1,0.46,0.5167,1,1,1,0
0.7742,0.925,1,0,1,1,0,0.1818,0,0.45,1,0.3,0.6167,1,1,1,0
0.7742,0.925,1,0,1,1,0,0.4545,0,0.1,0,0.24,0.4333,0,2,2,1
0.7742,0.925,1,0,1,1,0,0.0,3,1.0,1,0.72,0.5833,1,2,1,0
0.7742,0.925,1,1,1,1,0,0.1818,0,0.45,1,0.3,0.6167,1,1,1,2
0.7742,0.925,1,1,1,1,0,0.4545,0,0.1,0,0.24,0.4333,0,2,2,3
0.7742,0.925,1,1,1,1,0,0.0,3,1.0,1,0.72,0.5833,1,2,1,2
0.7742,0.925,2,1,1,1,0,0.1818,0,0.45,1,0.3,0.6167,1,1,1,2
0.7742,0.925,2,1,1,1,0,0.4545,0,0.1,0,0.24,0.4333,0,2,2,3
0.7742,0.925,2,1,1,1,0,0.0,3,1.0,1,0.72,0.5833,1,2,1,2
0.6129,0.925,0,0,0,1,0,0.3636,3,1.0,1,0.9,0.7167,1,0,1,0
0.6129,0.925,0,0,0,1,0,0.1818,1,0.75,0,0.4,0.65,1,1,1,1
0.6129,0.925,0,0,0,1,0,0.1818,2,0.75,0,0.04,0.0333,0,2,3,1
0.6129,0.925,0,0,0,1,0,0.9091,1,0.0,0,0.12,0.1333,1,2,3,1
0.6129,0.925,0,0,0,1,0,1.0,2,0.7,1,0.36,0.8333,1,1,0,0
0.6129,0.925,0,0,0,1,0,0.5455,1,0.9,0,0.96,0.75,1,0,0,1
0.6129,0.925,0,0,0,1,0,0.6364,0,0.05,0,0.24,0.45,1,1,2,1
0.6129,0.925,1,0,2,1,0,0.3636,3,1.0,1,0.9,0.7167,1,0,1,0
0.6129,0.925,1,0,2,1,0,0.1818,1,0.75,0,0.4,0.65,1,1,1,1
0.6129,0.925,1,0,2,1,0,0.1818,2,0.75,0,0.04,0.0333,0,2,3,1
0.6129,0.925,1,0,2,1,0,0.9091,1,0.0,0,0.12,0.1333,1,2,3,1
0.6129,0.925,1,0,2,1,0,1.0,2,0.7,1,0.36,0.8333,1,1,0,0
